ID,Tahun Kelahiran,Kelas Pekerjaan,fnlwgt,Pendidikan,Jenjang Pendidikan,Status,Pekerjaan,Hubungan,Etnis,sex,pendapatan,pengeluaran,hours per week,Asal Negara,jumlah_anak,income
21167,1961,Pemerintah negara,99823,Diploma,Kuliah,Menikah,Layanan Perlindungan,Suami,1,Male,0,0,32,United-States,3,<=50K
21168,1992,Swasta,391874,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,2,<=50K
21169,1962,Swasta,123411,kelas 7-8,SMP_1,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,53,United-States,0,<=50K
21170,1985,Swasta,168894,Sarjana,Sarjana,Cerai,Administratif dan Kantor,Belum Menikah,1,Female,0,0,20,United-States,0,<=50K
21171,1983,Swasta,149102,SMA Grad,SMA Grad,LDM,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,40,Poland,2,<=50K
21172,1985,Swasta,214117,Diploma,Kuliah,Cerai,Pekerjaan Kerajinan,Belum Menikah,2,Male,0,0,40,United-States,1,<=50K
21173,1993,Swasta,43953,Sarjana,Sarjana,Menikah,Spesialis Profesional,Istri,1,Female,0,0,35,United-States,3,<=50K
21174,1985,Swasta,181705,SMA Grad,SMA Grad,Menikah,Spesialis Profesional,Suami,1,Male,0,0,45,United-States,0,<=50K
21175,1997,Swasta,194472,SMA Grad,SMA Grad,Belum-menikah,Pembantu Rumah Tangga,Tidak dalam Keluarga,1,Female,0,0,60,United-States,0,<=50K
21176,1979,Pemerintah daerah,127678,Asosiasi vokasional,vokasi Grad_2,Menikah,Layanan Perlindungan,Suami,1,Male,0,0,60,United-States,1,>50K
21177,1995,Swasta,169544,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Dukungan Teknis,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
21178,2002,Swasta,184813,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
21179,1998,Pengusaha perorangan,34307,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Pertanian dan Perikanan,Punya Anak,1,Male,0,0,65,United-States,0,<=50K
21180,1977,Swasta,104068,SMA Grad,SMA Grad,Cerai,Spesialis Profesional,Belum Menikah,4,Female,0,0,40,United-States,2,<=50K
21181,1995,Swasta,196420,SMA Grad,SMA Grad,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,0,45,United-States,0,<=50K
21182,1962,Swasta,26966,Diploma,Kuliah,Duda/Janda,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,1,<=50K
21183,1956,Swasta,339168,Sarjana,Sarjana,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,30,United-States,2,<=50K
21184,2006,Swasta,142751,kelas 10,SMA_1,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
21185,1997,Swasta,145784,Diploma,Kuliah,Menikah,Administratif dan Kantor,Istri,4,Female,0,0,45,United-States,2,<=50K
21186,1999,Swasta,143280,kelas 10,SMA_1,Belum-menikah,Pembantu Rumah Tangga,Punya Anak,1,Female,0,0,24,United-States,0,<=50K
21187,1934,Swasta,51744,Magister,Magister,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,2,Male,0,0,50,United-States,0,>50K
21188,1983,Swasta,137126,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,1977,45,United-States,3,>50K
21189,1994,Pemerintah daerah,27051,Diploma,Kuliah,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
21190,1976,Swasta,207848,kelas 10,SMA_1,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,40,United-States,0,<=50K
21191,2001,Swasta,434467,SMA Grad,SMA Grad,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,48,United-States,0,<=50K
21192,2004,,287681,Diploma,Kuliah,Belum-menikah,,Punya Anak,1,Male,0,0,36,United-States,0,<=50K
21193,1981,Swasta,195258,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0,>50K
21194,2002,Swasta,142566,SMA Grad,SMA Grad,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
21195,1965,Pengusaha perorangan,170411,kelas 7-8,SMP_1,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,40,United-States,2,<=50K
21196,2000,Swasta,187551,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Punya Anak,2,Female,0,0,20,United-States,0,<=50K
21197,1985,Swasta,111275,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,3,<=50K
21198,1991,Swasta,549413,Diploma,Kuliah,Menikah,Administratif dan Kantor,Suami,2,Male,0,0,40,United-States,0,>50K
21199,1995,Pemerintah daerah,188909,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Punya Anak,2,Female,0,0,42,United-States,0,<=50K
21200,1957,Swasta,105252,Diploma,Kuliah,Cerai,Administratif dan Kantor,Tidak dalam Keluarga,1,Male,7978,0,35,United-States,3,<=50K
21201,1965,Pemerintah daerah,114401,SMA Grad,SMA Grad,Duda/Janda,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,1504,19,United-States,2,<=50K
21202,1989,Swasta,143152,Diploma,Kuliah,Menikah,Administratif dan Kantor,Istri,1,Female,3908,0,27,United-States,0,<=50K
21203,1974,Pengusaha perorangan,198581,Proffesor,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,50,United-States,2,>50K
21204,1990,Pengusaha berbadan hukum,23778,Sarjana,Sarjana,Cerai,Eksekutif Manager,Tidak dalam Keluarga,1,Male,0,0,50,United-States,0,<=50K
21205,1995,Swasta,112403,Diploma,Kuliah,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,35,United-States,0,<=50K
21206,1990,Pengusaha perorangan,87209,Magister,Magister,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,60,United-States,3,<=50K
21207,1993,Swasta,109020,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Belum Menikah,5,Male,0,0,40,United-States,0,<=50K
21208,1982,Pemerintah pusat,296798,kelas 11,SMA_2,Belum-menikah,Dukungan Teknis,Tidak dalam Keluarga,1,Male,0,1340,40,United-States,0,<=50K
21209,1955,Pengusaha perorangan,92472,kelas 10,SMA_1,LDM,Pertanian dan Perikanan,Tidak dalam Keluarga,1,Male,3273,0,45,United-States,3,<=50K
21210,1985,Swasta,487486,SMA Grad,SMA Grad,Duda/Janda,Pengelola Kebersihan,Belum Menikah,1,Male,0,0,40,?,2,<=50K
21211,2002,Pengusaha perorangan,357612,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,60,United-States,0,<=50K
21212,2002,Swasta,95566,Diploma,Kuliah,LDM,Sales,Punya Anak,5,Female,0,0,22,Dominican-Republic,1,<=50K
21213,1996,Pemerintah daerah,149991,Sarjana,Sarjana,Menikah,Layanan Perlindungan,Suami,2,Male,0,0,42,United-States,3,>50K
21214,1971,Pengusaha berbadan hukum,155983,Magister,Magister,Menikah,Sales,Suami,1,Male,0,0,65,United-States,2,>50K
21215,1992,Swasta,29933,Sarjana,Sarjana,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,50,United-States,2,>50K
21216,1996,Swasta,266070,Proffesor,Doktor,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,50,United-States,0,<=50K
21217,1988,,205396,SMA Grad,SMA Grad,Duda/Janda,,Tidak dalam Keluarga,1,Female,0,0,4,United-States,3,<=50K
21218,2001,Swasta,151888,Diploma,Kuliah,Belum-menikah,Sales,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
21219,1963,Pemerintah negara,151459,kelas 10,SMA_1,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,2,Female,0,0,38,United-States,0,<=50K
21220,1961,,447079,SMA Grad,SMA Grad,Belum-menikah,,Tidak dalam Keluarga,1,Male,0,0,15,United-States,0,<=50K
21221,1996,Swasta,308995,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Punya Anak,2,Female,0,0,40,Jamaica,0,<=50K
21222,1991,Swasta,142675,Sarjana,Sarjana,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,30,United-States,0,<=50K
21223,1976,Swasta,162096,kelas 9,SMP_2,Menikah,Inspeksi dan Operasi Mesin,Kerabat,3,Female,0,0,45,China,3,<=50K
21224,1978,Swasta,504725,kelas 5-6,SD_2,Rencana Cerai,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,50,Mexico,1,<=50K
21225,1985,Pemerintah daerah,43702,Asosiasi vokasional,vokasi Grad_2,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,37,United-States,3,<=50K
21226,1991,Swasta,288273,kelas 12,SMA_3,Rencana Cerai,Administratif dan Kantor,Belum Menikah,1,Female,1471,0,40,United-States,3,<=50K
21227,1987,Pemerintah daerah,99935,Magister,Magister,Menikah,Layanan Perlindungan,Suami,1,Male,7688,0,50,United-States,0,>50K
21228,1991,Swasta,118500,Diploma,Kuliah,Cerai,Eksekutif Manager,Belum Menikah,1,Female,0,0,40,United-States,0,<=50K
21229,1980,Swasta,296728,Magister,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,1,>50K
21230,1999,Swasta,135603,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,40,United-States,2,>50K
21231,1999,Swasta,112835,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
21232,2001,,238087,Diploma,Kuliah,Belum-menikah,,Punya Anak,1,Male,0,0,30,United-States,0,<=50K
21233,2000,Swasta,172496,Sarjana,Sarjana,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,30,United-States,0,<=50K
21234,1979,Swasta,362883,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,5013,0,40,United-States,2,<=50K
21235,2004,Swasta,215247,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,20,United-States,0,<=50K
21236,1986,Pemerintah daerah,286405,Doktor,Proffesor,Menikah,Eksekutif Manager,Suami,1,Male,0,1887,50,United-States,1,>50K
21237,1987,Swasta,254973,SMA Grad,SMA Grad,Menikah,Pengelola Kebersihan,Istri,1,Female,0,0,40,United-States,1,>50K
21238,2001,Swasta,311376,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K
21239,2002,Pengusaha berbadan hukum,375422,Sarjana,Sarjana,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Male,0,0,40,South,0,<=50K
21240,1997,Swasta,376936,SMA Grad,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
21241,1981,Swasta,144778,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,55,Italy,1,>50K
21242,2004,Swasta,165804,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Punya Anak,5,Female,0,0,40,United-States,0,<=50K
21243,1990,Swasta,221396,Diploma,Kuliah,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,2,<=50K
21244,1957,,63552,kelas 7-8,SMP_1,Duda/Janda,,Tidak dalam Keluarga,1,Female,0,0,35,United-States,0,<=50K
21245,1969,Swasta,334308,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Istri,1,Female,0,0,30,United-States,3,>50K
21246,1990,Swasta,69251,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,3,Male,0,0,40,United-States,3,>50K
21247,1967,Swasta,121362,Diploma,Kuliah,Duda/Janda,Administratif dan Kantor,Belum Menikah,1,Female,0,2258,38,United-States,2,>50K
21248,1998,Swasta,108019,SMA Grad,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Punya Anak,1,Male,3325,0,40,United-States,0,<=50K
21249,2003,,107801,Diploma,Kuliah,Belum-menikah,,Punya Anak,1,Female,0,0,6,United-States,0,<=50K
21250,1985,Pengusaha berbadan hukum,202937,Magister,Magister,Menikah,Spesialis Profesional,Istri,1,Female,0,0,40,United-States,3,>50K
21251,2007,,250541,kelas 11,SMA_2,Belum-menikah,,Punya Anak,2,Male,0,0,8,United-States,0,<=50K
21252,1998,Pemerintah negara,272986,Asosiasi akademik,vokasi Grad_1,Belum-menikah,Administratif dan Kantor,Punya Anak,2,Female,0,0,8,United-States,0,<=50K
21253,1986,Pengusaha berbadan hukum,275223,Sarjana,Sarjana,Menikah,Sales,Suami,1,Male,7688,0,40,United-States,3,>50K
21254,1979,Swasta,294671,Asosiasi vokasional,vokasi Grad_2,Menikah,Pekerjaan Kerajinan,Suami,1,Male,4386,0,38,United-States,1,>50K
21255,1995,Swasta,153805,SMA Grad,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Kerabat,5,Male,0,0,40,Ecuador,0,<=50K
21256,1981,Pemerintah daerah,153132,Magister,Magister,Menikah,Spesialis Profesional,Suami,1,Male,15024,0,40,United-States,2,>50K
21257,2005,Swasta,285750,SMA Grad,SMA Grad,Belum-menikah,Pengelola Kebersihan,Kerabat,1,Male,0,0,30,United-States,0,<=50K
21258,1980,Swasta,120277,Magister,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,0,38,United-States,1,>50K
21259,1998,Swasta,31290,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,40,United-States,0,>50K
21260,2005,Swasta,162621,Diploma,Kuliah,Belum-menikah,Dukungan Teknis,Punya Anak,1,Male,0,0,14,United-States,0,<=50K
21261,1984,Pengusaha perorangan,175943,Asosiasi vokasional,vokasi Grad_2,Menikah,Spesialis Profesional,Istri,1,Female,0,1977,15,United-States,2,>50K
21262,2005,,169758,Diploma,Kuliah,Belum-menikah,,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
21263,1999,Swasta,105693,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K
21264,1986,Pengusaha perorangan,414991,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,70,?,1,<=50K
21265,2003,Swasta,78170,SMA Grad,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,42,United-States,0,<=50K
21266,1993,Pemerintah daerah,236487,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,40,Germany,0,<=50K
21267,1991,Pengusaha perorangan,173495,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,50,United-States,0,<=50K
21268,1982,Pengusaha berbadan hukum,277256,Doktor,Proffesor,Menikah,Spesialis Profesional,Suami,1,Male,0,1977,60,United-States,0,>50K
21269,2005,Swasta,198663,SMA Grad,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Kerabat,1,Male,0,0,40,United-States,0,<=50K
21270,1976,Pemerintah negara,120131,SMA Grad,SMA Grad,Cerai,Pekerjaan Kerajinan,Punya Anak,1,Male,8614,0,40,United-States,3,>50K
21271,1984,Swasta,182136,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,40,United-States,3,<=50K
21272,1980,Pengusaha berbadan hukum,220230,SMA Grad,SMA Grad,Menikah,Layanan Lainnya,Suami,2,Male,0,0,48,United-States,2,<=50K
21273,1986,Swasta,133586,SMA Grad,SMA Grad,Menikah,Layanan Perlindungan,Punya Anak,1,Male,0,0,45,United-States,1,<=50K
21274,2004,Swasta,298635,Diploma,Kuliah,Belum-menikah,Sales,Punya Anak,3,Male,0,0,30,Philippines,0,<=50K
21275,1983,Pemerintah daerah,74581,Sarjana,Sarjana,Cerai,Spesialis Profesional,Belum Menikah,1,Male,0,0,65,United-States,3,<=50K
21276,1996,Swasta,51961,Diploma,Kuliah,Belum-menikah,Dukungan Teknis,Punya Anak,2,Male,0,0,24,United-States,0,<=50K
21277,2001,Swasta,154978,SMA Grad,SMA Grad,Menikah,Layanan Lainnya,Suami,1,Male,0,0,40,Guatemala,0,<=50K
21278,1978,Swasta,161508,kelas 10,SMA_1,Belum-menikah,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,2,Male,0,0,40,United-States,0,<=50K
21279,1973,Swasta,124963,Sarjana,Sarjana,Menikah,Sales,Suami,1,Male,0,0,40,United-States,3,>50K
21280,1996,Swasta,119793,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
21281,1968,Swasta,170070,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Istri,1,Female,0,0,40,United-States,0,>50K
21282,1998,Swasta,169727,SMA Grad,SMA Grad,Menikah,Dukungan Teknis,Suami,1,Male,0,0,40,United-States,3,<=50K
21283,1993,Swasta,194055,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,50,United-States,3,<=50K
21284,1990,Swasta,157165,Diploma,Kuliah,Cerai,Layanan Lainnya,Belum Menikah,1,Female,0,0,40,United-States,1,<=50K
21285,1996,Swasta,114158,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Punya Anak,1,Female,0,0,15,United-States,0,<=50K
21286,2004,Swasta,247564,SMA Grad,SMA Grad,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Male,0,0,35,United-States,0,<=50K
21287,1974,Swasta,163708,SMA Grad,SMA Grad,Duda/Janda,Layanan Lainnya,Belum Menikah,1,Female,0,0,40,United-States,0,<=50K
21288,1997,Swasta,156266,kelas 9,SMP_2,Menikah,Pertanian dan Perikanan,Suami,4,Male,0,0,40,United-States,2,<=50K
21289,1999,Pemerintah daerah,190107,SMA Grad,SMA Grad,Belum-menikah,Pertanian dan Perikanan,Punya Anak,1,Male,0,1719,16,United-States,0,<=50K
21290,1975,Pemerintah daerah,197371,Asosiasi vokasional,vokasi Grad_2,Menikah,Pekerjaan Kerajinan,Suami,2,Male,0,0,40,United-States,2,>50K
21291,2000,,377725,Sarjana,Sarjana,Belum-menikah,,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K
21292,2000,Swasta,180060,Magister,Magister,Belum-menikah,Eksekutif Manager,Punya Anak,1,Male,6849,0,90,United-States,0,<=50K
21293,1986,Swasta,229700,Magister,Magister,Menikah,Spesialis Profesional,Suami,2,Male,0,0,40,United-States,1,>50K
21294,2007,Swasta,206010,kelas 12,SMA_3,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,8,United-States,0,<=50K
21295,1983,Pengusaha perorangan,375574,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,0,0,60,Mexico,2,>50K
21296,1998,Pemerintah pusat,95806,Diploma,Kuliah,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,3325,0,40,United-States,0,<=50K
21297,1979,Swasta,216626,SMA Grad,SMA Grad,Duda/Janda,Inspeksi dan Operasi Mesin,Belum Menikah,5,Male,0,0,40,Columbia,1,<=50K
21298,1999,Swasta,36984,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,50,United-States,0,<=50K
21299,1999,Swasta,182656,Asosiasi vokasional,vokasi Grad_2,Cerai,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,United-States,0,<=50K
21300,1998,,132749,Sarjana,Sarjana,Belum-menikah,,Tidak dalam Keluarga,1,Female,0,0,80,United-States,0,<=50K
21301,1971,Pemerintah pusat,225339,Diploma,Kuliah,Duda/Janda,Administratif dan Kantor,Tidak dalam Keluarga,2,Female,0,0,40,United-States,2,<=50K
21302,1999,,202480,Asosiasi akademik,vokasi Grad_1,Belum-menikah,,Kerabat,1,Male,0,0,45,United-States,0,<=50K
21303,1975,Swasta,67365,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,2,>50K
21304,1990,Swasta,198103,SMA Grad,SMA Grad,Belum-menikah,Transportasi dan Pengangkutan,Punya Anak,1,Male,0,1980,40,United-States,0,<=50K
21305,1979,Pengusaha berbadan hukum,117605,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,48,United-States,0,>50K
21306,1990,Swasta,182177,SMA Grad,SMA Grad,Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,3325,0,35,United-States,0,<=50K
21307,1977,Pengusaha berbadan hukum,207540,kelas 7-8,SMP_1,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,?,2,<=50K
21308,1990,Swasta,345705,SMA Grad,SMA Grad,Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,1408,38,United-States,3,<=50K
21309,1968,Swasta,183884,kelas 11,SMA_2,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,0,<=50K
21310,2002,Swasta,46645,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,9,United-States,0,<=50K
21311,1995,Swasta,244395,kelas 11,SMA_2,Belum-menikah,Layanan Lainnya,Belum Menikah,2,Female,0,0,40,United-States,0,<=50K
21312,2005,,233779,Diploma,Kuliah,Belum-menikah,,Punya Anak,1,Male,0,0,60,United-States,0,<=50K
21313,1992,Swasta,387270,SMA Grad,SMA Grad,Menikah,Sales,Istri,1,Female,0,0,40,United-States,2,>50K
21314,1995,Swasta,231554,Diploma,Kuliah,Menikah,Administratif dan Kantor,Suami,2,Male,0,0,50,United-States,1,<=50K
21315,1975,Swasta,120629,Diploma,Kuliah,Duda/Janda,Sales,Belum Menikah,1,Female,0,0,30,United-States,1,<=50K
21316,2003,Swasta,191497,Diploma,Kuliah,Belum-menikah,Sales,Punya Anak,1,Female,0,0,20,United-States,0,<=50K
21317,1967,Pengusaha perorangan,181031,SMA Grad,SMA Grad,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,60,United-States,2,<=50K
21318,2002,Swasta,146540,kelas 11,SMA_2,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,50,United-States,0,<=50K
21319,1983,Swasta,35166,Proffesor,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,15024,0,50,United-States,0,>50K
21320,2003,,405684,SMA Grad,SMA Grad,Belum-menikah,,Kerabat,1,Male,0,0,35,Mexico,0,<=50K
21321,1977,Swasta,481987,SMA Grad,SMA Grad,Menikah,Layanan Lainnya,Suami,1,Male,0,0,40,United-States,1,>50K
21322,1961,Pengusaha berbadan hukum,110890,Magister,Magister,Cerai,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,70,United-States,0,>50K
21323,1984,Swasta,99604,Magister,Magister,Menikah,Spesialis Profesional,Istri,1,Female,15024,0,24,United-States,3,>50K
21324,1993,Swasta,309974,Diploma,Kuliah,Rencana Cerai,Dukungan Teknis,Belum Menikah,2,Female,0,0,40,United-States,0,<=50K
21325,1960,,169917,kelas 7-8,SMP_1,Duda/Janda,,Tidak dalam Keluarga,1,Female,0,0,4,United-States,3,<=50K
21326,1968,Swasta,199713,kelas 9,SMP_2,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,3,<=50K
21327,1961,Swasta,216413,Sarjana,Sarjana,Duda/Janda,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,25,United-States,2,<=50K
21328,2004,Swasta,117618,Diploma,Kuliah,Belum-menikah,Eksekutif Manager,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
21329,1963,Pengusaha perorangan,92178,kelas 11,SMA_2,Menikah,Layanan Lainnya,Suami,1,Male,0,0,40,United-States,0,<=50K
21330,1964,Swasta,245062,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,2,>50K
21331,1999,Swasta,254746,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K
21332,1994,Swasta,235124,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,99999,0,40,United-States,2,>50K
21333,1983,Swasta,154668,Diploma,Kuliah,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,1,<=50K
21334,1976,Swasta,233802,Magister,Magister,Menikah,Eksekutif Manager,Suami,2,Male,0,0,45,United-States,3,<=50K
21335,1996,,131310,SMA Grad,SMA Grad,Rencana Cerai,,Belum Menikah,1,Female,0,0,40,United-States,3,<=50K
21336,1989,Swasta,191628,Diploma,Kuliah,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,3,<=50K
21337,1975,Swasta,242987,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,Columbia,2,<=50K
21338,1987,Swasta,224541,Diploma,Kuliah,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,40,United-States,1,<=50K
21339,1999,Swasta,44861,SMA Grad,SMA Grad,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
21340,1986,Swasta,190895,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,7298,0,50,United-States,2,>50K
21341,2002,Swasta,67234,SMA Grad,SMA Grad,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,60,United-States,0,<=50K
21342,1984,Swasta,311534,SMA Grad,SMA Grad,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,40,United-States,2,>50K
21343,1989,Swasta,198202,SMA Grad,SMA Grad,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,0,54,United-States,0,<=50K
21344,1993,,251167,SMA Grad,SMA Grad,Menikah,,Istri,1,Female,0,0,30,Mexico,2,<=50K
21345,1997,Swasta,300783,Diploma,Kuliah,Menikah,Sales,Istri,1,Female,0,0,42,United-States,0,>50K
21346,1976,Swasta,199058,Magister,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,1,>50K
21347,1967,Swasta,562558,SMA Grad,SMA Grad,Cerai,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,United-States,1,<=50K
21348,1995,,208406,SMA Grad,SMA Grad,Belum-menikah,,Tidak dalam Keluarga,1,Male,0,0,35,United-States,0,<=50K
21349,1987,Swasta,187748,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,3,<=50K
21350,1960,Swasta,134378,Magister,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,0,50,United-States,1,>50K
21351,2005,Swasta,29510,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,20,United-States,0,<=50K
21352,1998,Swasta,156805,Diploma,Kuliah,Menikah,Inspeksi dan Operasi Mesin,Suami,2,Male,0,0,40,United-States,1,<=50K
21353,1981,Pemerintah daerah,198096,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,7688,0,40,United-States,1,>50K
21354,1982,Swasta,210275,Magister,Magister,Cerai,Dukungan Teknis,Belum Menikah,2,Female,4687,0,35,United-States,3,>50K
